title	type	country	release_date	added_date	rating	duration	genres	director	cast	imdb_score	imdb_votes
Jonathan	Movie	United States	2018	2019-04-16	TV-MA	101 min	Dramas, Independent Movies, Sci-Fi & Fantasy	Bill Oliver	Ansel Elgort, Suki Waterhouse, Douglas Hodge, Patricia Clarkson, Matt Bomer, Souleymane Sy Savane, Shunori Ramanathan, Joe Egender	NA	NA
Jonathan Strange & Mr Norrell	TV Show	United Kingdom	2015	2016-08-25	TV-14	1 Season	British TV Shows, TV Dramas, TV Sci-Fi & Fantasy	Toby Haynes	Eddie Marsan, Bertie Carvel, Marc Warren, Charlotte Riley, Alice Englert, Samuel West, Enzo Cilenti, Paul Kaye, Edward Hogg, Ariyon Bakare	NA	NA
Jora 10 Numbaria	Movie	India	2017	2018-01-01	TV-MA	135 min	Action & Adventure, International Movies	Amardeep Singh Gill	Deep Sidhu, Dharmendra, Ashish Duggal, Aman Hundal, Pali Sidhu, Mukesh Tiwari, Mukul Dev	NA	NA
Juana Brava	TV Show	Chile	2015	2017-03-20	TV-MA	1 Season	International TV Shows, Spanish-Language TV Shows, TV Dramas	NA	Elisa Zulueta, Alejandro Trejo, Lucas Balmaceda, Gastón Salgado, Nelson Brodt, Emilia Noguera, Daniel Guillón, Ángela Lineros	NA	NA
Juana Inés	TV Show	Mexico	2016	2017-01-27	TV-14	1 Season	International TV Shows, Spanish-Language TV Shows, TV Dramas	NA	Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama	NA	NA
Judwaa	Movie	India	1997	2019-12-31	TV-14	133 min	Comedies, International Movies, Romantic Movies	David Dhawan	Salman Khan, Karisma Kapoor, Rambha, Kader Khan, Anupam Kher, Shakti Kapoor, Bindu, Reema Lagoo, Satish Shah, Mukesh Rishi	NA	NA
Judy Moody and the Not Bummer Summer	Movie	United States	2011	2019-08-08	PG	91 min	Children & Family Movies, Comedies	John Schultz	Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney	NA	NA
Jugaad	Movie	NA	2017	2018-09-15	TV-14	52 min	Documentaries	Susannah Heath-Eves	NA	NA	NA
Julie & Julia	Movie	United States	2009	2021-01-01	PG-13	123 min	Comedies, Dramas	Nora Ephron	Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck	NA	NA
Julius Jr.	TV Show	United States	2014	2015-11-03	TV-Y	2 Seasons	Kids' TV	NA	Elizabeth Daily, Julie Lemieux, Athena Karkanis, Benjamin Israel, Stephanie Lynn Robinson	NA	NA
Jumping the Broom	Movie	United States	2011	2020-11-01	PG-13	113 min	Comedies, Romantic Movies	Salim Akil	Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine, Meagan Good, Tasha Smith, Julie Bowen, DeRay Davis, Valarie Pettiford, Pooch Hall, Tenika Davis, T.D. Jakes, Mike Epps, Romeo Miller, Marguerite McNeil, El DeBarge, Brian Stokes Mitchell, Gary Dourdan	NA	NA
Junebug	Movie	United States	2005	2019-03-01	R	107 min	Comedies, Dramas, Independent Movies	Phil Morrison	Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser	NA	NA
Jupiter Ascending	Movie	United States, Australia	2015	2019-08-01	PG-13	128 min	Action & Adventure, Sci-Fi & Fantasy	Lana Wachowski, Lilly Wachowski	Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Nikki Amuka-Bird, Christina Cole, James D'Arcy, Gugu Mbatha-Raw	NA	NA
Just Friends	Movie	Germany, United States, Canada	2005	2019-09-01	PG-13	94 min	Comedies, Romantic Movies	Roger Kumble	Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root	NA	NA
Justice, My Foot!	Movie	Hong Kong	1992	2018-08-31	TV-14	95 min	Action & Adventure, Comedies, International Movies	Johnnie To	Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau	NA	NA
Justin Bieber: Never Say Never	Movie	United States	2011	2018-01-01	G	106 min	Documentaries, Music & Musicals	Jon M. Chu	Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men	NA	NA
K	TV Show	Japan	2012	2016-12-01	TV-MA	1 Season	Anime Series, Crime TV Shows, International TV Shows	NA	Daisuke Namikawa, Daisuke Ono, Mikako Komatsu, Kenjiro Tsuda, Tomokazu Sugita, Yui Horie, Takahiro Sakurai, Jun Fukuyama, Yuichi Nakamura, Miyuki Sawashiro, Mamoru Miyano, Satomi Sato, Yuki Kaji, Tetsuya Kakihara, Shozo Iizuka	NA	NA
K-19: The Widowmaker	Movie	United Kingdom, Germany, Canada, United States	2002	2019-11-21	PG-13	138 min	Action & Adventure, Dramas	Kathryn Bigelow	Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter	NA	NA
Kaçak	TV Show	Turkey	2013	2016-12-26	TV-14	1 Season	Crime TV Shows, International TV Shows, TV Action & Adventure	NA	Gürkan Uygun, Mustafa Avkıran, Berk Hakman, Begüm Birgören, Özlem Yılmaz, Yağmur Tanrısevsin, İnanç Konukçu, Hasan Küçükçetin, Metin Coşkun, Selda Özer, Yağız Atakan Savaş, Burak Deniz, Cengiz Sezici, Haluk Bilginer, Tuğba Melis Türk	NA	NA
Kaabil	Movie	India	2017	2017-06-25	TV-14	139 min	Dramas, International Movies	Sanjay Gupta	Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon	NA	NA
Kaakan	Movie	India	2015	2018-03-01	TV-PG	132 min	Dramas, International Movies, Romantic Movies	Kranti Redkar	Jitendra Joshi, Urmila Kanitkar, Ashutosh Gaikwad, Ashok Shinde, Madhavi Juvekar	NA	NA
Kaalia	Movie	India	1981	2019-12-31	TV-14	173 min	Action & Adventure, Dramas, International Movies	Tinnu Anand	Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan, Pran, K.N. Singh, Sajjan, Murad, Kader Khan, Jagdeep	NA	NA
Kaaliyan	Movie	India	2017	2018-08-01	TV-PG	105 min	Dramas, International Movies	Jijo Pancode	Tini Tom, Meghanathan, Balachandran Chullikadu, Shivaji Guruvayoor, Kottayam Purushan, Nithin George, Grace Antony, Shalu	NA	NA
Kabali (Hindi Version)	Movie	India	2016	2017-12-15	TV-MA	148 min	Action & Adventure, Dramas, International Movies	Pa. Ranjith	Rajnikanth, Winston Chao, Radhika Apte, Nassar, Dhansika, Kalaiyarasan, Dinesh, John Vijay, Kishore Kumar G., Riythvika	NA	NA
Kacche Dhaagey	Movie	India	2016	2017-11-01	TV-14	120 min	Dramas, International Movies, Romantic Movies	Buta Singh	Yograj Singh, Nitu Pandher, Deep Mandian, Shreya Chawla, Jagpal Singh Chahal, Jyoti Sharma, Janak Joshi, Karan Vinayak	NA	NA
Kahlil Gibran's The Prophet	Movie	United States, France, Canada, Lebanon, Qatar	2014	2017-10-01	PG	85 min	Children & Family Movies, Dramas	Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha	Liam Neeson, Salma Hayek, John Krasinski, Frank Langella, Alfred Molina, John Rhys-Davies, Quvenzhané Wallis	NA	NA
Kajraare	Movie	India	2010	2017-10-22	TV-14	113 min	Dramas, International Movies, Music & Musicals	Pooja Bhatt	Himesh Reshammiya, Sara Loren, Amrita Singh, Gulshan Grover, Javed Sheikh, Adnan Shah, Natasha Sinha, Gaurav Chanana, Anupam Shyam	NA	NA
Kaleidoscope	Movie	United Kingdom	2016	2018-05-08	TV-MA	99 min	Thrillers	Rupert Jones	Toby Jones, Anne Reid, Sinead Matthews, Cecilia Noble, Karl Johnson, Frederick Schmidt, Deborah Findlay, Manjinder Virk	NA	NA
Kalki	Movie	India	2017	2018-03-01	TV-14	41 min	Dramas, Independent Movies, International Movies	Dhilip Kumar	Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan	NA	NA
Kanika	Movie	India	2017	2018-03-01	TV-14	110 min	Horror Movies, International Movies, Thrillers	NA	Sharad Ponkshe, Smita Shewale	NA	NA
Karzzzz	Movie	India	2008	2017-10-22	TV-14	137 min	International Movies, Music & Musicals, Romantic Movies	Satish Kaushik	Himesh Reshammiya, Urmila Matondkar, Shweta Kumar, Dino Morea, Raj Babbar, Danny Denzongpa, Gulshan Grover, Rohini Hattangadi, Asrani, Smita Bansal	NA	NA
Kate & Leopold	Movie	United States	2001	2020-01-01	PG-13	118 min	Comedies, Romantic Movies	James Mangold	Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman	NA	NA
Katha	Movie	India	1982	2019-12-31	TV-PG	140 min	Comedies, Dramas, Independent Movies	Sai Paranjape	Farooq Shaikh, Naseeruddin Shah, Deepti Naval, Veeni Paranjape Joglekar, Mallika Sarabhai, Arun Joglekar	NA	NA
Katt Williams: Live	Movie	United States	2006	2018-07-19	NR	85 min	Stand-Up Comedy	Alphonso J. Wesson	Katt Williams	NA	NA
Kaviyude Osyath	Movie	India	2017	2018-07-01	TV-14	116 min	Dramas, International Movies	Vineeth Anil	Prakash Bare, Arun Kumar, Kulappulli Leela, Sangeetha Mohan, Kochu Preman	NA	NA
Kay Dyache Bola	Movie	India	2005	2018-01-01	TV-14	133 min	Comedies, Dramas, International Movies	Chandrakant Kulkarni	Makarand Anaspure, Akshay Pendse, Umesh Kamat, Sharvari Jamenis, Sachin Khedekar, Arun Nalawade, Mohan Agashe, Nirmiti Sawant, Sanjay Mone, Amita Khopkar, Pushkar Shrotri, Ganesh Yadav	NA	NA
Ken Burns: The Civil War	TV Show	United States	1990	2017-02-22	TV-14	1 Season	Docuseries	Ken Burns	Sam Waterston, Julie Harris, Jason Robards, Morgan Freeman, Paul Roebling, Garrison Keillor, George Black, David McCullough, Arthur Miller, Christopher Murney, Charles McDowell, Horton Foote, George Plimpton, Philip Bosco, Terry Courier, Jody Powell, Studs Terkel	NA	NA
Ken Burns: The Roosevelts: An Intimate History	TV Show	United States	2014	2017-02-22	TV-PG	1 Season	Docuseries	Ken Burns	NA	NA	NA
Ken Burns: The West	TV Show	United States	1996	2017-03-14	TV-PG	1 Season	Docuseries	NA	Peter Coyote	NA	NA
Kevin Hart: Laugh at My Pain	Movie	United States	2011	2018-10-01	R	89 min	Stand-Up Comedy	Leslie Small, Tim Story	Kevin Hart	NA	NA
Kevin Hart: Let Me Explain	Movie	United States	2013	2018-07-13	R	75 min	Stand-Up Comedy	Leslie Small, Tim Story	Kevin Hart	NA	NA
Kevin Hart: Seriously Funny	Movie	United States	2010	2018-10-01	TV-MA	67 min	Stand-Up Comedy	Shannon Hartman	Kevin Hart	NA	NA
Kevyn Aucoin: Beauty & the Beast in Me	Movie	United States	2017	2019-01-01	TV-MA	90 min	Documentaries, LGBTQ Movies	Lori Kaye	Kevyn Aucoin, Cindy Crawford, Naomi Campbell, Gwyneth Paltrow, Andie MacDowell, Paulina Porizkova, Amber Valletta	NA	NA
Khaani	TV Show	Pakistan	2017	2019-08-01	TV-14	1 Season	Crime TV Shows, International TV Shows, Romantic TV Shows	NA	Feroze Khan, Sana Javed, Mehmood Aslam, Saman Ansari, Qavi Khan, Salma Hasan, Rashid Farooqi, Muhammad Mubarik Ali	NA	NA
Khalnayak	Movie	India	1993	2018-03-01	TV-14	170 min	Action & Adventure, Dramas, International Movies	Subhash Ghai	Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Anupam Kher, Rakhee Gulzar, Pramod Moutho, Ramya Krishnan, Sushmita Mukherjee, Neena Gupta, A.K. Hangal	NA	NA
Khan: No. 1 Crime Hunter	TV Show	India	2018	2018-05-01	TV-14	1 Season	Crime TV Shows, International TV Shows, TV Comedies	NA	Rajesh Sharma	NA	NA
Khelti Hai Zindagi Aankh Micholi	TV Show	India	2013	2017-04-01	TV-14	1 Season	International TV Shows, TV Dramas	NA	Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah	NA	NA
Khosla Ka Ghosla	Movie	India	2006	2018-08-02	TV-14	124 min	Comedies, Dramas, International Movies	Dibakar Banerjee	Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma, Navin Nischol, Kiran Juneja, Ranvir Shorey, Vinod Nagpal, Vinay Pathak, Nitish Pandey	NA	NA
Khotey Sikkey	TV Show	India	2011	2018-03-15	TV-14	1 Season	Crime TV Shows, International TV Shows, TV Dramas	NA	Vikas Kumar, Hassan Zaidi, Sukhmani Sadana, Puru Chibber, Dilkhush, Mark Farokh Parakh	NA	NA
Khubsoorat	Movie	India	1980	2019-12-31	TV-PG	120 min	Classic Movies, Comedies, Dramas	Hrishikesh Mukherjee	Ashok Kumar, Rekha, Rakesh Roshan, Shashikala, Aradhana, Dina Pathak, David Abraham, S.N. Banerjee, Keshto Mukherjee	NA	NA
Khushi	Movie	India	2003	2018-03-01	TV-14	157 min	Comedies, International Movies, Music & Musicals	Surya S.J., Sunil Kumar Agrawal	Fardeen Khan, Kareena Kapoor, Amrish Puri, Navin Nischol, Beena, Anup Soni, Johnny Lever, Sharat Saxena, Amitabh Bachchan, Sakshi Shivanand	NA	NA
Kia and Cosmos	Movie	India	2018	2019-05-01	TV-14	124 min	Dramas, Independent Movies, International Movies	Sudipto Roy	Ritwika Pal, Swastika Mukherjee, Joy Sengupta	NA	NA
Kickboxer: Retaliation	Movie	United States	2017	2018-04-26	R	110 min	Action & Adventure	Dimitri Logothetis	Alain Moussi, Jean-Claude Van Damme, Mike Tyson, Christopher Lambert, Sara Malakul Lane, Hafþór Júlíus Björnsson, Sam Medina, Steven Swadling	NA	NA
Kickboxer: Vengeance	Movie	United States	2016	2016-12-08	TV-MA	90 min	Action & Adventure	John Stockwell	Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez	NA	NA
Kicking and Screaming	Movie	United States	1995	2019-11-04	R	97 min	Comedies, Independent Movies, Romantic Movies	Noah Baumbach	Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould	NA	NA
Kid Kulafu	Movie	Philippines	2015	2019-03-04	TV-14	108 min	Dramas, International Movies, Sports Movies	Paul Soriano	Robert Villar, Alessandra de Rossi, Cesar Montano, Alex Medina, Jake Macapagal, Khalil Ramos, Jomari Angeles, Kokoy DeSantos	NA	NA
Kidnapping Mr. Heineken	Movie	Netherlands, Belgium, United Kingdom, United States	2015	2017-09-08	R	95 min	Action & Adventure, Dramas, International Movies	Daniel Alfredson	Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik	NA	NA
Kikoriki	TV Show	NA	2010	NA	TV-Y	2 Seasons	Kids' TV	NA	Igor Dmitriev	NA	NA
Kill Bill: Vol. 1	Movie	United States, Japan	2003	2020-01-01	R	111 min	Action & Adventure	Quentin Tarantino	Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu	NA	NA
Kill Bill: Vol. 2	Movie	United States	2004	2020-01-01	R	137 min	Action & Adventure	Quentin Tarantino	Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton	NA	NA
Kill Command	Movie	United Kingdom	2016	2017-02-23	TV-MA	100 min	Action & Adventure, Independent Movies, Sci-Fi & Fantasy	Steven Gomez	Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Deborah Rosan, Thure Lindhardt	NA	NA
Kill Hitler! The Luck of the Devil	Movie	France	2015	2019-05-01	TV-14	53 min	Documentaries, International Movies	Frédéric Tonolli	Jean-Baptiste Marcenac	NA	NA
Kill Ratio	Movie	United States	2016	2017-02-17	TV-MA	87 min	Action & Adventure	Paul Tanter	Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning	NA	NA
Kill the Irishman	Movie	United States	2011	2020-08-21	R	106 min	Action & Adventure, Dramas, Independent Movies	Jonathan Hensleigh	Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow	NA	NA
Killer Klowns from Outer Space	Movie	United States	1988	2020-04-01	PG-13	86 min	Comedies, Cult Movies, Horror Movies	Stephen Chiodo	Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull	NA	NA
Killers	Movie	United States	2010	2021-01-01	PG-13	100 min	Action & Adventure, Comedies, Romantic Movies	Robert Luketic	Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein	NA	NA
Kills on Wheels	Movie	Hungary	2016	2018-03-15	TV-MA	103 min	Action & Adventure, Dramas, International Movies	Attila Till	Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi	NA	NA
Kilo Two Bravo	Movie	United Kingdom	2014	2019-03-01	R	109 min	Dramas, Independent Movies, Thrillers	Paul Katis	David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook	NA	NA
King Jack	Movie	United States	2015	2016-07-01	NR	81 min	Dramas, Independent Movies	Felix Thompson	Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine	NA	NA
King's Ransom	Movie	United States, Canada	2005	2019-11-01	PG-13	98 min	Action & Adventure, Comedies	Jeffrey W. Byrd	Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker, Regina Hall, Loretta Devine, Donald Faison, Leila Arcieri, Charlie Murphy, Brooke D'Orsay	NA	NA
Kingdoms of the Sky	TV Show	NA	2018	2018-10-01	TV-PG	1 Season	British TV Shows, Docuseries, Science & Nature TV	Steve Greenwood	NA	NA	NA
Kingpin	Movie	United States	1996	2020-01-01	PG-13	114 min	Comedies, Cult Movies, Sports Movies	Peter Farrelly, Bobby Farrelly	Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye	NA	NA
Kings	Movie	France, Belgium, China, United States	2017	2018-10-29	R	87 min	Dramas	Deniz Gamze Ergüven	Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan	NA	NA
Kis Kisko Pyaar Karoon	Movie	India	2015	2017-11-01	TV-PG	132 min	Comedies, International Movies	Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla	Kapil Sharma, Arbaaz Khan, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Manjari Fadnis, Simran Kaur Mundi, Elli Avram, Jamie Lever	NA	NA
Kiss the Girls	Movie	United States	1997	2020-01-01	R	116 min	Thrillers	Gary Fleder	Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox	NA	NA
Kiss The Series	TV Show	NA	2016	2019-05-26	TV-14	1 Season	International TV Shows, Romantic TV Shows, TV Dramas	NA	Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor	NA	NA
Kitten Rescuers	TV Show	United Kingdom	2017	2019-10-02	TV-14	1 Season	British TV Shows, International TV Shows, Reality TV	NA	Jo Brand	NA	NA
KL Zombi	Movie	Malaysia	2013	2017-08-21	TV-14	92 min	Comedies, Horror Movies, International Movies	Woo Ming Jin	Zizan Razak, Siti Saleha, Zain Hamid, Izara Aishah, Fadzli Daniel Ali, Usop Wilcha	NA	NA
Knights of Sidonia	TV Show	Japan	2015	2019-12-01	TV-MA	2 Seasons	Anime Series, International TV Shows	NA	Ryota Osaka, Aya Suzaki, Aki Toyosaki, Takahiro Sakurai, Hisako Kanemoto, Eri Kitamura, Sayaka Ohara, Tomohiro Tsuboi, Takehito Koyasu, Satomi Arai, Atsuko Tanaka, Nanako Mori, Takako Honda, Kohsuke Toriumi, Ayane Sakura, Osamu Saka	NA	NA
Knock Knock	Movie	United States, Chile, Israel	2015	2020-11-01	R	99 min	Horror Movies, Thrillers	Eli Roth	Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns, Ignacia Allamand, Dan Baily, Megan Baily, Colleen Camp, Antonio Quercia	NA	NA
Know Your Enemy - Japan	Movie	United States	1945	2017-03-31	TV-14	63 min	Classic Movies, Documentaries	Frank Capra, Joris Ivens	Walter Huston, Dana Andrews	NA	NA
Knowing	Movie	United States, United Kingdom, Australia	2009	2019-10-01	PG-13	121 min	Sci-Fi & Fantasy, Thrillers	Alex Proyas	Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering	NA	NA
Koko: The Gorilla Who Talks	Movie	United Kingdom	2016	2017-03-01	TV-G	56 min	Documentaries	Jonathan Taylor	Demetri Goritsas	NA	NA
Kon Kon Kon	TV Show	NA	2014	2018-02-16	TV-PG	1 Season	Docuseries, International TV Shows	NA	NA	NA	NA
Kon-Tiki	Movie	United Kingdom, Norway, Denmark, Germany, Sweden	2012	2019-04-26	PG-13	96 min	Action & Adventure, Dramas, International Movies	Joachim Rønning, Espen Sandberg	Pål Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgård, Odd Magnus Williamson, Jakob Oftebro, Agnes Kittelsen, Peter Wight, Amund Hellum Noraker, Eilif Hellum Noraker	NA	NA
Koshish	Movie	India	1972	2019-12-31	TV-14	115 min	International Movies, Romantic Movies	Gulzar	Sanjeev Kumar, Jaya Bhaduri, Asrani, Seema, Om Shivpuri, Dina Pathak	NA	NA
Kraftidioten	Movie	Norway, Denmark, Sweden	2014	2017-01-05	TV-MA	117 min	Comedies, International Movies, Thrillers	Hans Petter Moland	Stellan Skarsgård, Pål Sverre Hagen, Bruno Ganz, Hildegun Riise, Peter Andersson, Birgitte Hjort Sørensen, Jakob Oftebro, Anders Baasmo Christiansen, Jon Øigarden, Gard B. Eidsvold, Kristofer Hivju, Birgitte Hjort Sorensen, Stellan Skarsgard	NA	NA
Krish Trish and Baltiboy	Movie	NA	2009	2017-09-08	TV-Y7	58 min	Children & Family Movies	NA	Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal	NA	NA
Krish Trish and Baltiboy: Battle of Wits	Movie	NA	2013	2017-09-08	TV-Y7	62 min	Children & Family Movies	Munjal Shroff, Tilak Shetty	Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra	NA	NA
